PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,Themes,GameUrl
puzzle_1773927622244_13,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6",1944,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622244_13"
puzzle_1773927622244_14,"rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq d6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",972,100,50,"opening","https://lichess.org/puzzle/puzzle_1773927622244_14"
puzzle_1773927622244_15,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",1495,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622244_15"
puzzle_1773927622244_16,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6",1911,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622244_16"
puzzle_1773927622244_17,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6",1180,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622244_17"
puzzle_1773927622244_18,"rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 1","e4 c5 Nf3 d6 Be2 Nf6",1244,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622244_18"
puzzle_1773927622244_19,"rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O",1099,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622244_19"
puzzle_1773927622244_20,"rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2",1619,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622244_20"
puzzle_1773927622244_21,"rnbqkbnr/pp3ppp/4p3/2ppP3/2P5/8/PP1P1PPP/RNBQKBNR w KQkq - 0 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4",2212,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622244_21"
puzzle_1773927622244_22,"rnbqkbnr/pp2pppp/8/2pp4/2P5/8/PP1PPPPP/RNBQKBNR w KQkq d6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7 Qg3",2160,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622244_22"
puzzle_1773927622244_23,"rnbqkbnr/pp1ppppp/8/2p5/2P5/8/PP1PPPPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O",2357,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622244_23"
puzzle_1773927622244_24,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq e6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7",2343,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622244_24"
puzzle_1773927622244_25,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6",935,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622244_25"
puzzle_1773927622244_26,"rnbqkbnr/pppp1ppp/8/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6",2299,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622244_26"
puzzle_1773927622244_27,"r1bqkbnr/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4",1585,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622244_27"
puzzle_1773927622244_28,"r1bqkbnr/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4",1796,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622244_28"
puzzle_1773927622244_29,"rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",908,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622244_29"
puzzle_1773927622244_30,"rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O",2260,100,50,"opening","https://lichess.org/puzzle/puzzle_1773927622244_30"
puzzle_1773927622244_31,"rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq d3 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6",948,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622244_31"
puzzle_1773927622244_32,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6",1652,100,50,"fork","https://lichess.org/puzzle/puzzle_1773927622244_32"
puzzle_1773927622244_33,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3",1957,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622244_33"
puzzle_1773927622244_34,"rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq d6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O",1290,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622244_34"
puzzle_1773927622244_35,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",1581,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622244_35"
puzzle_1773927622244_36,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",2256,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622244_36"
puzzle_1773927622244_37,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6",969,100,50,"opening","https://lichess.org/puzzle/puzzle_1773927622244_37"
puzzle_1773927622244_38,"rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 1","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",1686,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622244_38"
puzzle_1773927622244_39,"rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4",1398,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622244_39"
puzzle_1773927622244_40,"rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1",1197,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622244_40"
puzzle_1773927622244_41,"rnbqkbnr/pp3ppp/4p3/2ppP3/2P5/8/PP1P1PPP/RNBQKBNR w KQkq - 0 4","e4 c5 Nf3 d6 Be2 Nf6 O-O",1156,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622244_41"
puzzle_1773927622244_42,"rnbqkbnr/pp2pppp/8/2pp4/2P5/8/PP1PPPPP/RNBQKBNR w KQkq d6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",1087,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622244_42"
puzzle_1773927622244_43,"rnbqkbnr/pp1ppppp/8/2p5/2P5/8/PP1PPPPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2 Nf6",1649,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622244_43"
puzzle_1773927622244_44,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq e6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6",1420,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622244_44"
puzzle_1773927622244_45,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",1485,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622244_45"
puzzle_1773927622244_46,"rnbqkbnr/pppp1ppp/8/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4","e4 c5 Nf3 d6 Be2 Nf6 O-O",1638,100,50,"fork","https://lichess.org/puzzle/puzzle_1773927622244_46"
puzzle_1773927622244_47,"r1bqkbnr/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O",1180,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622244_47"
puzzle_1773927622244_48,"r1bqkbnr/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7 Qg3",1066,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622244_48"
puzzle_1773927622244_49,"rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6",1862,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622244_49"
puzzle_1773927622244_50,"rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3",1917,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622244_50"
puzzle_1773927622244_51,"rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq d3 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",2336,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622244_51"
puzzle_1773927622244_52,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6",2198,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622244_52"
puzzle_1773927622244_53,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4",2175,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622244_53"
puzzle_1773927622244_54,"rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq d6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4",2293,100,50,"opening","https://lichess.org/puzzle/puzzle_1773927622244_54"
puzzle_1773927622244_55,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",2233,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622244_55"
puzzle_1773927622244_56,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4",2360,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622244_56"
puzzle_1773927622244_57,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1",1914,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622244_57"
puzzle_1773927622244_58,"rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 1","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6",1193,100,50,"opening","https://lichess.org/puzzle/puzzle_1773927622244_58"
puzzle_1773927622244_59,"rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",1232,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622244_59"
puzzle_1773927622244_60,"rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4",1677,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622244_60"
puzzle_1773927622244_61,"rnbqkbnr/pp3ppp/4p3/2ppP3/2P5/8/PP1P1PPP/RNBQKBNR w KQkq - 0 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",1066,100,50,"opening","https://lichess.org/puzzle/puzzle_1773927622244_61"
puzzle_1773927622244_62,"rnbqkbnr/pp2pppp/8/2pp4/2P5/8/PP1PPPPP/RNBQKBNR w KQkq d6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6",1578,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622244_62"
puzzle_1773927622244_63,"rnbqkbnr/pp1ppppp/8/2p5/2P5/8/PP1PPPPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4",1645,100,50,"opening","https://lichess.org/puzzle/puzzle_1773927622244_63"
puzzle_1773927622244_64,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq e6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4",1634,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622244_64"
puzzle_1773927622244_65,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",936,100,50,"fork","https://lichess.org/puzzle/puzzle_1773927622244_65"
puzzle_1773927622244_66,"rnbqkbnr/pppp1ppp/8/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",1874,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622244_66"
puzzle_1773927622244_67,"r1bqkbnr/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6",1774,100,50,"fork","https://lichess.org/puzzle/puzzle_1773927622244_67"
puzzle_1773927622244_68,"r1bqkbnr/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",2342,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622244_68"
puzzle_1773927622244_69,"rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4",1913,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622244_69"
puzzle_1773927622244_70,"rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2",2295,100,50,"pin","https://lichess.org/puzzle/puzzle_1773927622244_70"
puzzle_1773927622244_71,"rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq d3 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7",1427,100,50,"sacrifice","https://lichess.org/puzzle/puzzle_1773927622244_71"
puzzle_1773927622244_72,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",1898,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622244_72"
puzzle_1773927622244_73,"rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7 Qg3",1424,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622244_73"
puzzle_1773927622244_74,"rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq d6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4",1994,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622244_74"
puzzle_1773927622244_75,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7",1927,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622244_75"
puzzle_1773927622244_76,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7 Qg3",2151,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622244_76"
puzzle_1773927622244_77,"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7 Qg3",1687,100,50,"tactics","https://lichess.org/puzzle/puzzle_1773927622244_77"
puzzle_1773927622244_78,"rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 1","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6",2050,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622244_78"
puzzle_1773927622244_79,"rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",2037,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622244_79"
puzzle_1773927622244_80,"rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1",941,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622244_80"
puzzle_1773927622244_81,"rnbqkbnr/pp3ppp/4p3/2ppP3/2P5/8/PP1P1PPP/RNBQKBNR w KQkq - 0 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7",2145,100,50,"strategy","https://lichess.org/puzzle/puzzle_1773927622244_81"
puzzle_1773927622244_82,"rnbqkbnr/pp2pppp/8/2pp4/2P5/8/PP1PPPPP/RNBQKBNR w KQkq d6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4",859,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622244_82"
puzzle_1773927622244_83,"rnbqkbnr/pp1ppppp/8/2p5/2P5/8/PP1PPPPP/RNBQKBNR w KQkq c6 0 2","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7",2176,100,50,"pin","https://lichess.org/puzzle/puzzle_1773927622244_83"
puzzle_1773927622244_84,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq e6 0 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1 Nh7 Qg3",1150,100,50,"endgame","https://lichess.org/puzzle/puzzle_1773927622244_84"
puzzle_1773927622244_85,"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 3","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7 f4 O-O a4 Nc6 Be3 a6 Qe1",1487,100,50,"middlegame","https://lichess.org/puzzle/puzzle_1773927622244_85"
puzzle_1773927622244_86,"rnbqkbnr/pppp1ppp/8/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3",1115,100,50,"pin","https://lichess.org/puzzle/puzzle_1773927622244_86"
puzzle_1773927622244_87,"r1bqkbnr/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 4 4","e4 c5 Nf3 d6 Be2 Nf6 O-O e6 Nc3 Be7",1412,100,50,"skewer","https://lichess.org/puzzle/puzzle_1773927622244_87"
